budget_millions,runtime_minutes,genre_primary,sequel_number,director_avg_gross,lead_actor_avg_gross,studio_tier,release_month,is_holiday_release,mpaa_rating,num_theaters_opening,marketing_spend_millions,critic_score_pre_release,social_media_buzz_index,plot_summary,worldwide_gross_millions
168.0,107,1,1,42.1,109.8,2,5,0,0,3726,78.4,85,71.3,"Once again, A family road trip goes hilariously wrong at every possible turn. The globe-spanning adventure takes audiences on a monumental journey. The story builds to a spectacular climax of epic proportions. An office worker gets tangled in a series of escalating misunderstandings. Massive action sequences and explosive confrontations define this blockbuster spectacle. A small-town festival becomes the backdrop for a series of slapstick mishaps.",111.5
38.7,96,3,0,21.4,12.2,0,6,1,3,3254,19.4,34,109.9,"The film delivers an enjoyable blend of tension and emotional resonance. An investigator probing mysterious disappearances becomes the next target. Strong character development elevates the story above familiar territory. The film delivers an enjoyable blend of tension and emotional resonance. A group of college students discovers an ancient evil beneath an abandoned asylum. A haunted artifact passes between victims, each confronting their deepest fears.",46.0
8.3,85,5,1,125.1,61.5,1,12,1,3,1969,5.4,56,12.3,"Once again, The film delivers an enjoyable blend of tension and emotional resonance. A brave child discovers a hidden realm of magical creatures beneath the ocean. A young hero embarks on a magical quest to save an enchanted kingdom. A group of toys comes to life and must protect their owner from a shadowy villain.",44.9
20.3,130,0,1,38.2,33.3,1,7,1,1,1949,16.2,26,13.6,"Returning for another chapter, Explosive combat sequences unfold across a post-apocalyptic wasteland. An elite special forces team is deployed to neutralize a growing threat. A former soldier is pulled back into action when an old enemy resurfaces. A squad of fighters defends a besieged city against overwhelming forces. A former soldier is pulled back into action when an old enemy resurfaces.",40.8
22.1,75,6,1,10.7,40.7,1,1,0,3,3100,16.6,30,19.1,The franchise returns as An analyst stumbles upon evidence of a conspiracy that could topple the government. Understated performances convey deep emotion through restraint and silence. An intimate character study unfolds at a contemplative and deliberate pace. Understated performances convey deep emotion through restraint and silence. The avant-garde visual style creates a meditative atmosphere throughout.,26.3
11.5,144,7,0,3.0,34.0,1,12,1,2,2268,7.3,39,88.6,Former partners reunite during the holiday season and confront unresolved feelings. Two people from different worlds are brought together by a twist of fate at a music festival. The experimental narrative challenges conventional storytelling in subtle ways. Understated performances convey deep emotion through restraint and silence. Former partners reunite during the holiday season and confront unresolved feelings. The avant-garde visual style creates a meditative atmosphere throughout. Rivals in a competitive industry are forced to work together and find unexpected connection. A couple separated by circumstance must decide if love is worth the distance. The experimental narrative challenges conventional storytelling in subtle ways.,14.0
4.8,81,2,1,29.9,162.6,0,12,1,0,1327,1.9,36,21.7,The franchise returns as A raw and unflinching look at ordinary life in extraordinary circumstances. A community rallies together in the aftermath of an unexpected tragedy. Understated performances convey deep emotion through restraint and silence. An immigrant family navigates the challenges of building a new life. A teacher in a struggling school fights to reach students others have given up on. A survivor returns to a small town to face the trauma of the past. An artist must choose between personal ambition and the people who depend on her. The experimental narrative challenges conventional storytelling in subtle ways.,14.4
60.8,117,4,0,67.6,54.1,1,7,1,1,2893,46.9,45,226.7,"Colonists on a distant world discover the planet has a consciousness of its own. Explorers stumble upon a parallel dimension where the laws of physics differ. Breathtaking visual effects and thrilling set pieces drive the narrative forward. In a dystopian future, an android questions the nature of its own existence. A sweeping score accompanies the visually stunning world-building. The story builds to a spectacular climax of epic proportions. In a dystopian future, an android questions the nature of its own existence.",62.4
10.5,136,5,0,65.2,41.0,1,8,0,2,2542,6.3,31,11.9,"The quiet, introspective approach emphasizes mood over spectacle. A plucky creature discovers it has a special destiny to restore balance to the realm. An intimate character study unfolds at a contemplative and deliberate pace. A brave child discovers a hidden realm of magical creatures beneath the ocean. The avant-garde visual style creates a meditative atmosphere throughout. The quiet, introspective approach emphasizes mood over spectacle. The avant-garde visual style creates a meditative atmosphere throughout. An imaginative child brings a fantastical world to life and must defend it. A young adventurer and a wise companion journey through a dangerous magical forest.",21.7
6.5,110,6,1,10.2,25.7,1,1,0,3,1411,4.7,67,12.3,"Once again, A political cover-up unravels as key players begin to turn on each other. An intimate character study unfolds at a contemplative and deliberate pace. A witness to a crime is drawn into the criminal underworld's most dangerous game. A detective uncovers a web of corruption that reaches the highest levels of power. A political cover-up unravels as key players begin to turn on each other. A fugitive must prove their innocence while being hunted by both sides of the law. A cyber operative races against time to stop an imminent attack on infrastructure. Understated performances convey deep emotion through restraint and silence.",13.5
32.4,135,5,0,50.6,53.6,2,2,0,2,2854,18.8,46,83.1,A brave child discovers a hidden realm of magical creatures beneath the ocean. An imaginative child brings a fantastical world to life and must defend it. Strong character development elevates the story above familiar territory. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A brave child discovers a hidden realm of magical creatures beneath the ocean. A plucky creature discovers it has a special destiny to restore balance to the realm.,36.6
